game.GameHandler.start(GameHandler.java:36)		Begining game
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 1 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [8 of Diamonds, 9 of Diamonds, Queen of Diamonds, King of Diamonds, 2 of Clubs, 3 of Clubs, 5 of Clubs, 9 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [4 of Hearts, 8 of Hearts, 10 of Hearts, Ace of Diamonds, 6 of Clubs, 8 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [6 of Hearts, 7 of Hearts, 9 of Hearts, King of Hearts, 4 of Clubs, 7 of Clubs, Queen of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [2 of Hearts, 3 of Hearts, Jack of Hearts, Queen of Hearts, Ace of Hearts, 7 of Diamonds, Jack of Diamonds, Jack of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 58| 2: 47| 3: 21
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Ace of Diamonds, 6 of Hearts, 7 of Diamonds, 8 of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 1 points and has 1
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [4 of Hearts, 8 of Hearts, 10 of Hearts, 6 of Clubs, 8 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [7 of Hearts, 9 of Hearts, King of Hearts, 4 of Clubs, 7 of Clubs, Queen of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [2 of Hearts, 3 of Hearts, Jack of Hearts, Queen of Hearts, Ace of Hearts, Jack of Diamonds, Jack of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [9 of Diamonds, Queen of Diamonds, King of Diamonds, 2 of Clubs, 3 of Clubs, 5 of Clubs, 9 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 59| 2: 47| 3: 21
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [6 of Clubs, 4 of Clubs, Jack of Clubs, 2 of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		2 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		2 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [4 of Hearts, 8 of Hearts, 10 of Hearts, 8 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [7 of Hearts, 9 of Hearts, King of Hearts, 7 of Clubs, Queen of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [2 of Hearts, 3 of Hearts, Jack of Hearts, Queen of Hearts, Ace of Hearts, Jack of Diamonds]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [9 of Diamonds, Queen of Diamonds, King of Diamonds, 3 of Clubs, 5 of Clubs, 9 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 59| 2: 47| 3: 21
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Jack of Diamonds, 9 of Diamonds, 4 of Hearts, 7 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 2 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 2 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [2 of Hearts, 3 of Hearts, Jack of Hearts, Queen of Hearts, Ace of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [Queen of Diamonds, King of Diamonds, 3 of Clubs, 5 of Clubs, 9 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [8 of Hearts, 10 of Hearts, 8 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [9 of Hearts, King of Hearts, 7 of Clubs, Queen of Clubs, King of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 59| 2: 47| 3: 23
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [2 of Hearts, Queen of Diamonds, 8 of Hearts, 9 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		3 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 3 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		3 got 3 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [3 of Hearts, Jack of Hearts, Queen of Hearts, Ace of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [King of Diamonds, 3 of Clubs, 5 of Clubs, 9 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [10 of Hearts, 8 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [King of Hearts, 7 of Clubs, Queen of Clubs, King of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 59| 2: 50| 3: 23
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [7 of Clubs, 3 of Hearts, 3 of Clubs, 8 of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		3 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		3 got 1 points and has 2
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [King of Hearts, Queen of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [Jack of Hearts, Queen of Hearts, Ace of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [King of Diamonds, 5 of Clubs, 9 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [10 of Hearts, 10 of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 60| 2: 50| 3: 23
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [10 of Clubs, Queen of Clubs, Jack of Hearts, 5 of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 1 points and has 3
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [10 of Hearts, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [King of Hearts, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [Queen of Hearts, Ace of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [King of Diamonds, 9 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 60| 2: 51| 3: 23
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [King of Clubs, Queen of Hearts, 9 of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		3 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		3 got 1 points and has 3
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [King of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [Ace of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [King of Diamonds]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [10 of Hearts]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 51| 3: 23
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [10 of Hearts, King of Hearts, Ace of Hearts, King of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		2 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 3 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		2 got 3 points and has 2
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: []
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: []
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: []
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: []
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 51| 3: 26
game.GameHandler.start(GameHandler.java:64)		Scores: | 0: 61| 1: 51| 2: 26| 3: 70
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [3 of Hearts, 4 of Hearts, 8 of Hearts, 10 of Hearts, King of Hearts, Jack of Spades, Queen of Spades, 4 of Diamonds, 5 of Diamonds, Queen of Diamonds, Ace of Diamonds, 6 of Clubs, Jack of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [9 of Hearts, Jack of Hearts, 4 of Spades, 7 of Spades, 8 of Spades, 10 of Spades, King of Spades, 3 of Diamonds, 7 of Diamonds, Jack of Diamonds, 3 of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [2 of Hearts, 5 of Hearts, 7 of Hearts, Ace of Hearts, 9 of Spades, 2 of Diamonds, 9 of Diamonds, King of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, Queen of Hearts, 2 of Spades, 3 of Spades, 5 of Spades, 6 of Spades, Ace of Spades, 6 of Diamonds, 8 of Diamonds, 10 of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.pass(GameHandler.java:240)		0 is Passing [Ace of Diamonds, King of Hearts, Queen of Spades]
game.GameHandler.pass(GameHandler.java:240)		1 is Passing [Ace of Clubs, King of Spades, Queen of Clubs]
game.GameHandler.pass(GameHandler.java:240)		2 is Passing [King of Clubs, Ace of Hearts, King of Diamonds]
game.GameHandler.pass(GameHandler.java:240)		3 is Passing [Ace of Spades, Queen of Hearts, 10 of Diamonds]
game.GameHandler.pass(GameHandler.java:243)		dir -1
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [3 of Hearts, 4 of Hearts, 8 of Hearts, 10 of Hearts, Jack of Spades, King of Spades, 4 of Diamonds, 5 of Diamonds, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [9 of Hearts, Jack of Hearts, Ace of Hearts, 4 of Spades, 7 of Spades, 8 of Spades, 10 of Spades, 3 of Diamonds, 7 of Diamonds, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [2 of Hearts, 5 of Hearts, 7 of Hearts, Queen of Hearts, 9 of Spades, Ace of Spades, 2 of Diamonds, 9 of Diamonds, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, King of Hearts, 2 of Spades, 3 of Spades, 5 of Spades, 6 of Spades, Queen of Spades, 6 of Diamonds, 8 of Diamonds, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.start(GameHandler.java:57)		Pass 1
game.GameHandler.whoFirst(GameHandler.java:108)		3 is going first
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [6 of Hearts, King of Hearts, 2 of Spades, 3 of Spades, 5 of Spades, 6 of Spades, Queen of Spades, 6 of Diamonds, 8 of Diamonds, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [3 of Hearts, 4 of Hearts, 8 of Hearts, 10 of Hearts, Jack of Spades, King of Spades, 4 of Diamonds, 5 of Diamonds, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [9 of Hearts, Jack of Hearts, Ace of Hearts, 4 of Spades, 7 of Spades, 8 of Spades, 10 of Spades, 3 of Diamonds, 7 of Diamonds, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [2 of Hearts, 5 of Hearts, 7 of Hearts, Queen of Hearts, 9 of Spades, Ace of Spades, 2 of Diamonds, 9 of Diamonds, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:128)		Start hand
game.GameHandler.playGame(GameHandler.java:135)		Table: [2 of Spades, Jack of Spades, 4 of Spades, 9 of Spades]
game.GameHandler.playGame(GameHandler.java:136)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:139)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [6 of Hearts, King of Hearts, 3 of Spades, 5 of Spades, 6 of Spades, Queen of Spades, 6 of Diamonds, 8 of Diamonds, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [3 of Hearts, 4 of Hearts, 8 of Hearts, 10 of Hearts, King of Spades, 4 of Diamonds, 5 of Diamonds, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [9 of Hearts, Jack of Hearts, Ace of Hearts, 7 of Spades, 8 of Spades, 10 of Spades, 3 of Diamonds, 7 of Diamonds, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [2 of Hearts, 5 of Hearts, 7 of Hearts, Queen of Hearts, Ace of Spades, 2 of Diamonds, 9 of Diamonds, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:141)		Running: | 0: 70| 1: 61| 2: 51| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [King of Spades, 7 of Spades, Ace of Spades, 3 of Spades]
game.GameHandler.playGame(GameHandler.java:152)		2 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		2 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [3 of Hearts, 4 of Hearts, 8 of Hearts, 10 of Hearts, 4 of Diamonds, 5 of Diamonds, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [9 of Hearts, Jack of Hearts, Ace of Hearts, 8 of Spades, 10 of Spades, 3 of Diamonds, 7 of Diamonds, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [2 of Hearts, 5 of Hearts, 7 of Hearts, Queen of Hearts, 2 of Diamonds, 9 of Diamonds, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, King of Hearts, 5 of Spades, 6 of Spades, Queen of Spades, 6 of Diamonds, 8 of Diamonds, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 51| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [2 of Diamonds, 6 of Diamonds, 4 of Diamonds, 3 of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [2 of Hearts, 5 of Hearts, 7 of Hearts, Queen of Hearts, 9 of Diamonds, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [6 of Hearts, King of Hearts, 5 of Spades, 6 of Spades, Queen of Spades, 8 of Diamonds, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [3 of Hearts, 4 of Hearts, 8 of Hearts, 10 of Hearts, 5 of Diamonds, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [9 of Hearts, Jack of Hearts, Ace of Hearts, 8 of Spades, 10 of Spades, 7 of Diamonds, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 51| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [5 of Spades, 3 of Hearts, 8 of Spades, 2 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		2 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 2 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		2 got 2 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [6 of Hearts, King of Hearts, 6 of Spades, Queen of Spades, 8 of Diamonds, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [4 of Hearts, 8 of Hearts, 10 of Hearts, 5 of Diamonds, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [9 of Hearts, Jack of Hearts, Ace of Hearts, 10 of Spades, 7 of Diamonds, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [5 of Hearts, 7 of Hearts, Queen of Hearts, 9 of Diamonds, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 53| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [10 of Spades, 5 of Hearts, 6 of Spades, 4 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 2 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 2 points and has 2
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [9 of Hearts, Jack of Hearts, Ace of Hearts, 7 of Diamonds, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [7 of Hearts, Queen of Hearts, 9 of Diamonds, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [6 of Hearts, King of Hearts, Queen of Spades, 8 of Diamonds, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [8 of Hearts, 10 of Hearts, 5 of Diamonds, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 55| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [7 of Diamonds, 9 of Diamonds, 8 of Diamonds, 5 of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [9 of Hearts, Jack of Hearts, Ace of Hearts, Jack of Diamonds, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [7 of Hearts, Queen of Hearts, 10 of Diamonds, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [6 of Hearts, King of Hearts, Queen of Spades, Ace of Diamonds, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [8 of Hearts, 10 of Hearts, Queen of Diamonds, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 55| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [10 of Diamonds, Ace of Diamonds, Queen of Diamonds, Jack of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [7 of Hearts, Queen of Hearts, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [6 of Hearts, King of Hearts, Queen of Spades, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [8 of Hearts, 10 of Hearts, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [9 of Hearts, Jack of Hearts, Ace of Hearts, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 70| 1: 61| 2: 55| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Queen of Spades, 8 of Hearts, 9 of Hearts, 7 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:166)		Hearts: 3 | Queen: Yes
game.GameHandler.playGame(GameHandler.java:154)		0 got 16 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [6 of Hearts, King of Hearts, 5 of Clubs, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [10 of Hearts, 6 of Clubs, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [Jack of Hearts, Ace of Hearts, King of Diamonds, 3 of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [Queen of Hearts, 2 of Clubs, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 86| 1: 61| 2: 55| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [5 of Clubs, 6 of Clubs, 3 of Clubs, 2 of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [6 of Hearts, King of Hearts, 7 of Clubs, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [10 of Hearts, Jack of Clubs, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [Jack of Hearts, Ace of Hearts, King of Diamonds, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [Queen of Hearts, 4 of Clubs, 9 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 86| 1: 61| 2: 55| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Jack of Clubs, King of Clubs, 4 of Clubs, 7 of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 0 points and has 4
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [10 of Hearts, Queen of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [Jack of Hearts, Ace of Hearts, King of Diamonds]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [Queen of Hearts, 9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, King of Hearts, 8 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 86| 1: 61| 2: 55| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [King of Diamonds, Queen of Hearts, 6 of Hearts, 10 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 3 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 3 points and has 4
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [Jack of Hearts, Ace of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [9 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [King of Hearts, 8 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [Queen of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 86| 1: 61| 2: 58| 3: 26
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Jack of Hearts, 9 of Clubs, King of Hearts, Queen of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		2 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 2 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		2 got 2 points and has 16
